audit_id,task_id,source_type,gold_label_source,repo,language,statement,silver_has_defect,silver_defect_types,silver_severity,review_has_defect,review_defect_types,review_severity,label_agreement,review_notes
audit_078,ult_073,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `locate_alignment` should Transform single sequence alignment to positions on query sequence.,False,,none,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement uses the vague term ""Transform"" without specifying what format the output should take (e.g., a tuple, a dictionary, a list of integers, or a custom object). Consequently, the expected outcome is missing a clear definition, making it untestable."
audit_079,issue_020,issue_statement,rule_seeded,prettier/prettier,JavaScript,"Trailing commas for type parameters in TypeScript
**Prettier 1.9.2**

~~I would paste a playground link but no TypeScript support ;)~~ I'm silly: [Playground link](https://prettier.io/playground/#N4Igxg9gdgLgprEAuEMCeAHOACAKnAWwwBsBDeAIQEsoATGgc2wF4AdKbT7AH2wEEMJOPiJlKNelAbsuPbBVJRFpESXJxqdRjK68AwqQBOhiDFVi4AOQi047ANzt26LNgCyNuMWu2WOzrwCQh623p7+cgpKSiFePnYcutgGxqaxYbYOTlBwAB4YEIYw2JBQAM7FYIZw6gDKEACuhmBWngBiJgTm6pqSTMzYADwRuN3iWlLYefB0ZXiEauN9LPOiPRKMADQj9U0t8VO5M7Rzu82tvgNn++FQAHwAFPBrS4xIeGMaG1IAlCx32GAEQA9AAqbAAOih2FBwPYAF97CBNiAIBgYFRoGVkKAjCYAO4ABSMCGxKFIADcIFRaMiQKQKsgAGakYhlOAogBGhlIYAA1nAYLUMLzGMgYIYGhyQLQIGBmaz2SiaOyioSeQwCKQFWzpQArMq5Cg8-mC2qkAhwAAyNDgOqVqIaMAwToATPbpSLDKrkKhMHAylUqOi6RhDDQYAB1GkwAAWyAAHAAGFFhiDsyM8jC+sMBuCGCl2lHVACODSo1XVpE12qQLN1KPZBCo4sl0rKjGIcAAig1THa64rpTBSJzo7Q48hXSiJaQqMRGHoIAQtb6oNAiyAGuzcKOyfX2fD4UA)
```sh
--parser typescript
```

**Input:**
```typescript
type TemplateBinding =
    | AppleTemplateBinding
    | BananaTemplateBinding
    | CarrotTemplateNode
;

type ModelNode =
    | AppleModelNode
    | BananaModelNode
    | CarrotModelNode
;

export const createSourceNodeFromTemplateBinding = <
    TTemplateBinding extends TemplateBinding = Templ
...[truncated]",True,missing_actor,minor,FALSE,,none,,Statement is specific enough and testable.
audit_080,ult_063,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `idx_for_diag_se_from_tr` should Traverse southeast diagonals from top right This is the most important variant Eg. 0 1 2 \\ \\ \\ 1 ['A', 'B', 'C'] \\ \\ \\ ['D', 'E', 'F'].",True,missing_trigger,minor,TRUE,ambiguous_term|missing_expected_outcome,major,,"The description contains broken formatting and incomplete example data (""Eg. 0 1 2 \\\\\\\\ 1 ['A', 'B', 'C'] \\\\\\\\ ['D', 'E', 'F']""). It fails to specify the exact structure or format of the expected output/returned value, making the statement highly ambiguous and untestable."
audit_081,llmorph_002,testing_rule_spec,rule_spec_derived,LLMorpheus,JavaScript/TypeScript,"For JavaScript mutation testing, when a code line matches `<Expr> === <Expr> -> <Expr> !== <Expr>`, the mutator should replace === operator in condition with !==. The rule only applies to ""===""-expressions. The rewritten expression should contain ""!=="" instead.",False,,none,FALSE,,none,,Statement is specific enough and testable.
audit_082,issue_016,issue_statement,rule_seeded,mrdoob/three.js,JavaScript,"Feature: Quaternion.slerpQuaternions()
It's already possible to easily interpolate between two quaternions by using the static helper, but the Vector classes already implement a .lerpVectors, would it make sense to also have the same API for quaternions?

```js
const q = new Quaternion()
q.slerpQuaternions(quatA, quatB, 0.6)
```

Please understand that this is just to keep the API predictable for end users",True,missing_trigger|missing_expected_outcome|missing_constraint,major,TRUE,missing_expected_outcome|missing_constraint,minor,,"The feature request lacks explicit technical details: it does not state the expected outcome (e.g., whether it mutates the calling instance and returns it), nor does it specify constraints (e.g., input normalization or clamping for the interpolation factor)."
audit_083,ac_006,acceptance_criterion,rule_seeded,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display a confirmation dialog asking if the user wants to close the overlay after confirming.",False,,none,TRUE,ambiguous_term|inconsistent_condition,minor,,"The statement contains an inconsistent logical flow: searching for a term after opening an icon shouldn't logically trigger a dialog asking to ""close the overlay after confirming."" Additionally, ""the overlay"" is an ambiguous term as it is never previously mentioned or defined in the context."
audit_084,ult_189,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `drains_to` should Returns coordinates ot the cell cupplied row,col drains into immediately Returns (None, None) if supplied row, col is a sink.",False,,none,TRUE,ambiguous_term,minor,,"The statement contains multiple severe typos (""ot"", ""cupplied"", ""immediately Returns"") and uses the ambiguous term ""a sink"" without defining what conditions or values constitute a ""sink"" cell within the context of the function grid."
audit_085,jstvr_020,layout_change_spec,mutation_description_derived,jstvr-webpages/paydemand.com,HTML/CSS,"For responsive layout regression testing on `paydemand.com`, the page should preserve the intended layout behavior after this mutant change: Added a class to element.",False,,none,TRUE,ambiguous_term|missing_constraint,major,,"The specification is completely ambiguous and lacks required constraints: it fails to specify which HTML element received the new class, what the specific class name is, and what the ""intended layout behavior"" actually entails for verification."
audit_086,syn_067,synthetic_defect,synthetic_injected,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-specified application protocol is configured, then the behavior is completed.",True,missing_expected_outcome,major,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement concludes with ""the behavior is completed,"" which is entirely ambiguous and fails to state the actual expected outcome or technical result (e.g., whether an exception is thrown, a default port/protocol is assigned, or the exporter initialization fails)."
audit_087,jstvr_058,layout_change_spec,mutation_description_derived,jstvr-webpages/reserve.com,HTML/CSS,"For responsive layout regression testing on `reserve.com`, the page should preserve the intended layout behavior after this mutant change: Removed a class from element.",False,,none,TRUE,ambiguous_term|missing_constraint,major,,"The requirement is completely ambiguous and lacks required constraints: it fails to specify which HTML element had a class removed, what specific class name was removed, and what the ""intended layout behavior"" actually entails for verification."
audit_088,syn_006,synthetic_defect,synthetic_injected,Arcticons,Android,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,TRUE,ambiguous_term|missing_expected_outcome|not_testable|overly_broad_requirement,critical,,"The statement ""Improve and support all related behavior for this feature"" is an empty requirement. It is completely non-actionable and untestable because it fails to define what the feature is, what specific improvements are needed, what behaviors must be supported, or what constitutes a successful outcome."
audit_089,jstvr_107,layout_change_spec,mutation_description_derived,jstvr-webpages/paydemand.com,HTML/CSS,"For responsive layout regression testing on `paydemand.com`, the page should preserve the intended layout behavior after this mutant change: Changed expression to min-width in.",True,missing_actor,minor,TRUE,ambiguous_term|missing_constraint,major,,"The statement contains incomplete sentences and major ambiguities: ""min-width in."" cuts off without specifying what value or property it was changed to. Furthermore, it completely lacks constraints, failing to define which media query or CSS rule was altered, and what specific ""intended layout behavior"" should be verified."
audit_090,ult_003,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `fix_labels` should Fix the labels from the Shimmer data by removing unnecessary text.,True,missing_trigger,minor,TRUE,ambiguous_term|missing_expected_outcome,major,,"The specification is too vague: the terms ""Fix the labels"", ""Shimmer data"", and ""unnecessary text"" are completely ambiguous. It lacks a clear expected outcome by failing to specify exactly what text is considered ""unnecessary"" or how the labels should look after being processed."
audit_091,ult_165,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `make_sql_select_command` should Make SQL select command. table_header_list list of columns to be selected where_columns column names for where clause where_options operator for where clause where_values variable for where clause where_bools boolean for where clause group group name for GROUP BY clause having_columns.,False,,none,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement cuts off abruptly at the end (""GROUP BY clause having_columns."") without describing what the function should actually do with having_columns. Additionally, it lacks a clear expected outcome by failing to specify the exact format of the returned SQL string (e.g., handling of spacing, uppercase keywords, or parameter placeholders)."
audit_092,ult_187,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `find_integers` should Compute integers for offdiagonal supercell matrix elements Called by find_nondiagonal().,True,missing_trigger,minor,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement ""Compute integers for offdiagonal supercell matrix elements"" is completely vague and lacks an expected outcome. It does not clarify what mathematical operation or algorithm is used to compute these integers, nor does it specify the function's return type, structure, or behavior when handling edge cases."
audit_093,ac_003,acceptance_criterion,rule_seeded,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display a confirmation dialog asking if the user wants to close the overlay.",False,,none,TRUE,ambiguous_term|inconsistent_condition,minor,,"The logical sequence of events is highly inconsistent: searching for a term after tapping an icon shouldn't trigger a confirmation dialog to close an overlay. Additionally, ""the overlay"" is an ambiguous term that is introduced abruptly without being previously defined in the context."
audit_094,ult_004,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `x0x1_after_extraction` should When we extract an array, we also update the extracted array's regions by mapping each region from their coordinates on the original array (which has a shape_native) to the extracted array (which is a 2D section on this array). This function compares the 1D coordinates of a regions original coordinates on a array to the 1D coordinates of the extracted array, determining where the original region lies on the extracted array. For example, for a 1D array with shape 8 we may have a region whose 1D c
...[truncated].",False,,none,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement cuts off midway through an explanation with ""...[truncated]"", making it completely incomplete. Furthermore, it fails to clarify the actual expected outcome or signature of the function x0x1_after_extraction (e.g., what it returns or mutates), and uses poorly defined terms due to the broken text context."
audit_095,issue_018,issue_statement,rule_seeded,mrdoob/three.js,JavaScript,"Feature request: Add `.fromHalfFloat()` to DataUtils.
`DataUtils` already has `.toHalfFloat( val )`.

`DataUtils.fromHalfFloat( half )` would be useful for evaluating the dynamic range of HDR textures in .exr format, for example.",True,missing_trigger|missing_expected_outcome|not_testable,major,TRUE,missing_expected_outcome,minor,,"The feature request proposes adding DataUtils.fromHalfFloat( half ) for API symmetry with .toHalfFloat(), but it fails to specify the exact expected outcome. It does not explicitly state what data type the function should return (e.g., a standard JavaScript number/float32 value) or how it should handle invalid inputs or edge cases like Infinity, NaN, or subnormal numbers."
audit_096,jstvr_117,layout_change_spec,mutation_description_derived,jstvr-webpages/annettescreations.net,HTML/CSS,"For responsive layout regression testing on `annettescreations.net`, the page should preserve the intended layout behavior after this mutant change: Changed expression to max-width in.",True,missing_actor,minor,TRUE,ambiguous_term|missing_constraint,major,,"The description is incomplete and heavily truncated: ""max-width in."" cuts off without specifying the targeted size or context. Additionally, it lacks key constraints and contains ambiguous terms, since it fails to point out which media query or CSS class was affected and what exact layout behavior is intended to be preserved."
audit_097,ult_001,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `is_degree_in_degree_range` should Checkes whether a given degreevalue lies between two bounding degreevalues, where degree_a and degree_b are the bounding degreelimits, with degree_a representing the clockwise oriented degreevalue and degree_b representing the counterclockwise degreevalue. Degree_c is the value being checked.",False,,none,TRUE,ambiguous_term,minor,,"The statement contains multiple severe typos (""Checkes"", ""degreevalue"", ""degreelimits""). Additionally, it introduces an inconsistent variable name ""Degree_c"" at the very end out of nowhere, which makes the requirement ambiguous since the first sentence refers to it as ""a given degreevalue"" instead of using the parameter name consistently."
audit_098,syn_017,synthetic_defect,synthetic_injected,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `__version__` attribute should be present and of type string. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,TRUE,ambiguous_term|overly_broad_requirement,minor,,"The statement ends with the completely vague phrase, ""The behavior should work properly in all relevant cases."" This introduces an ambiguous term (""properly"") and creates an overly broad requirement, as it fails to specify what constitutes a ""relevant case"" or what the precise expected outcome should be in those scenarios."
audit_099,jstvr_001,layout_change_spec,mutation_description_derived,jstvr-webpages/responsiveprocess.com,HTML/CSS,"For responsive layout regression testing on `responsiveprocess.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 0.75em to [0.75%] in.",True,missing_actor,minor,TRUE,ambiguous_term|missing_constraint,major,,"The layout specification statement is cut off and completely truncated at the end: ""Changed UNIT in 0.75em to [0.75%] in."" makes no grammatical or logical sense. It lacks required constraints and clear parameters because it does not state which element, CSS property, or responsive media query rule is targeted, nor what the actual target unit or layout behavior should be."
audit_100,issue_036,issue_statement,rule_seeded,huggingface/transformers,Python,"Support X | Y syntax on HfArgumentParser
### Feature request

[PEP-604](https://peps.python.org/pep-0604/) created the X | Y syntax on python 3.10, which is equivalent to Union[X, Y]. The use of this syntax is not supported by HfArgumentParser.  

### Motivation

With this syntax I would like to use something like:

```
@dataclass
class ModelArguments:

    some_argument: str | None = field(
        default=None,
        metadata={""help"": ""some argument""},
    )
```

Instead of:

```
@dataclass
class ModelArguments:

    some_argument: Optional[str] = field(
        default=None,
        metadata={""help"": ""some argument""},
    )
```

When trying to use the first one, it throws an error:

```
Traceback (most recent call last):
  File ""/home/jcanete/new-kd/kd/train.py"", line 299, in <module>
    main()
  File ""/home/jcanete/new-kd/kd/train.py"", line 160, in main
    parser = HfArgumentParser(
  File ""/home/jcanete/anaconda3/envs/venv/lib/python3.10/site-packages/transformers/hf_argparser.py"", line 73, in __init__
    self._add_dataclass_arguments(dtype)
  File ""/home/jcanete/anaconda3/envs/venv/lib/python3.10/site-packages/transformers/hf_argparser.py"", line 178, in _add_dataclass_ar
...[truncated]",False,,none,TRUE,missing_expected_outcome,minor,,"The feature request proposes adding Vector3.fromAttribute( attribute, index ) for consistency with standard Vector classes, but it fails to state the expected outcome. It does not specify whether the method should mutate the calling instance and return it for method chaining, or what happens if the provided index is out of bounds."
audit_101,ult_125,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `determine_turn_modifiers` should Generates an overall modifier based on fleet strength, engagement level, and command modifier to be used each turn with determine_ship_orders().",False,,none,TRUE,missing_expected_outcome,minor,,"The specification fails to define the expected outcome of the function. It does not state what type of value or data structure the ""overall modifier"" should be (e.g., a float multiplier, an integer, or an object containing specific properties) nor how it is mathematically derived from the listed components."
audit_102,jstvr_085,layout_change_spec,mutation_description_derived,jstvr-webpages/aftrnoon.com,HTML/CSS,"For responsive layout regression testing on `aftrnoon.com`, the page should preserve the intended layout behavior after this mutant change: Added a class to element.",False,,none,TRUE,ambiguous_term|missing_constraint,major,,"The requirement is completely ambiguous and lacks necessary constraints. It fails to specify which HTML element received the new class, what the name of the added class is, and what specific ""intended layout behavior"" needs to be verified for the regression test to pass."
audit_103,ult_028,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `move_gain` should Compute the triple match number gain by the move operation.,True,missing_trigger,minor,TRUE,ambiguous_term|missing_expected_outcome,major,,"The specification is completely ambiguous and lacks a clear expected outcome. It does not define what a ""triple match number gain"" actually means mathematically or contextually, nor does it specify what inputs the ""move operation"" expects or what data type the function should return."
audit_104,ult_197,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `calculate_data_packet_size` should Only for packet that contains streamed data.,True,missing_trigger,minor,TRUE,missing_trigger|missing_expected_outcome,major,,"The statement is an incomplete sentence that fails to describe any functionality. It does not provide an expected outcome (what the calculated size should be or how it is computed) nor does it specify the trigger condition (what happens if a packet does not contain streamed data, such as throwing an error or returning a default value like zero/null)."
audit_105,jstvr_065,layout_change_spec,mutation_description_derived,jstvr-webpages/reserve.com,HTML/CSS,"For responsive layout regression testing on `reserve.com`, the page should preserve the intended layout behavior after this mutant change: Changed expression to max-width in.",True,missing_actor,minor,TRUE,ambiguous_term|missing_constraint,major,,"The description is incomplete and truncated: ""max-width in."" cuts off without specifying the targeted size or context. It lacks key constraints and contains ambiguous terms, since it fails to point out which media query or CSS rule was affected and what exact layout behavior is intended to be preserved."
audit_106,jstvr_024,layout_change_spec,mutation_description_derived,jstvr-webpages/bittorrent.com,HTML/CSS,"For responsive layout regression testing on `bittorrent.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <span class=""feature-icon btn"">&nbsp;</span>.",False,,none,TRUE,ambiguous_term|missing_constraint,major,,"The description is completely ambiguous and lacks required constraints. While it identifies the target element (<span class=""feature-icon btn"">), it fails to specify what the class was changed to (the text abruptly stops after ""Changed class in element""), what the target responsive breakpoint or media query is, and what specific ""intended layout behavior"" needs to be preserved."
audit_107,ac_039,acceptance_criterion,rule_seeded,apache/dubbo,Java,"Given a JVM application, when the application is running and metrics are collected, then the dashboard should display aggregated data such as total requests and succeed requests.",False,,none,FALSE,,none,,Statement is specific enough and testable.
audit_108,ult_090,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `bin_search_range` should Same idea as the typicall binary search but this time as soon as we hit a number inside the specified range linearly check every element before and after if they meet the range requirements.,False,,none,TRUE,ambiguous_term|missing_expected_outcome,minor,,"The statement contains a typo (""typicall"") and relies on vague descriptions instead of a formal specification. It lacks a clear expected outcome by failing to define what the function should return once the linear check is complete (e.g., the starting and ending indices of the range, a list of matching elements, or a boolean value), and it uses the ambiguous phrase ""same idea as"" rather than explicitly stating the inputs and behavior.v"
audit_109,llmorph_001,testing_rule_spec,rule_spec_derived,LLMorpheus,JavaScript/TypeScript,"For JavaScript mutation testing, when a code line matches `<Expr> + <Expr> -> <Expr> - <Expr>`, the mutator should replace + operator in binary expression with -. The rule only applies to ""+""-expressions. The rewritten expression should contain ""-"" instead.",False,,none,FALSE,,none,,Statement is specific enough and testable.
audit_110,llmorph_005,testing_rule_spec,rule_spec_derived,LLMorpheus,JavaScript/TypeScript,"For JavaScript mutation testing, when a code line matches `return <Expr>; -> return !<Expr>;`, the mutator should negate expression, but ONLY in a return statement. The rule only applies to return statements. The rewritten expression should contain ""!"".",True,missing_actor,minor,FALSE,,none,,Statement is specific enough and testable.
audit_111,ult_142,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `local_computecov` should Computes the local cov value Ls = local entry start Le = local entry end Ts = true start of core gene Te = true end of core gene.,True,missing_trigger,minor,TRUE,missing_expected_outcome|missing_constraint,major,,"The specification lists input variables (Ls, Le, Ts, Te) but fails to define an expected outcome or any mathematical constraints. It does not explain how these variables relate to one another, what formulas should be applied to compute the ""local cov value,"" or what data type the function should return."
audit_112,ac_016,acceptance_criterion,rule_seeded,CityZen,Android,Pressing the share control opens the sharing flow for the currently viewed location.,True,missing_actor|missing_trigger|missing_expected_outcome|not_testable,major,FALSE,,none,,Statement is specific enough and testable.
audit_113,issue_001,issue_statement,rule_seeded,apache/dubbo,Java,"Enhance protocol order in MetadataServiceExporter
        > 这里没指定 metadata 协议 port 的时候 是使用用户指定的应用协议呢？ 还是保持现在的 默认使用dubbo 但是 优化下 错误 提示

这里最好将默认值改成从用户环境中获取已经配置的额 protocol，都没配置再使用 dubbo

_Originally posted by @AlbumenJ in https://github.com/apache/dubbo/issues/10795#issuecomment-1289913950_",True,missing_actor|missing_trigger|missing_expected_outcome|not_testable|overly_broad_requirement,major,FALSE,,none,,Statement is specific enough and testable.
audit_114,ac_050,acceptance_criterion,rule_seeded,mrdoob/three.js,JavaScript,"Given a mesh with LODs, when the user moves their head within the threshold distance of an LOD boundary and then moves back beyond it multiple times, then the LOD should not flicker.",False,,none,FALSE,,none,,Statement is specific enough and testable.
audit_115,syn_057,synthetic_defect,synthetic_injected,coder/code-server,TypeScript,"Given a user has renamed a repository on code-server, when they attempt to access it again, then the repository should be listed with the new name. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,TRUE,ambiguous_term|overly_broad_requirement,minor,,"The requirement ends with a generic phrase: ""The behavior should work properly in all relevant cases."" This introduces an ambiguous term (""properly"") and makes the requirement overly broad, as it fails to define what constitutes a ""relevant case"" (e.g., handling open active sessions, refreshing the UI, updating local clones, or resolving old URL redirects)."
audit_116,syn_010,synthetic_defect,synthetic_injected,Autostarts,Android,"Given the app is launched, then the list should be reorganized by the selected grouping mode.",True,missing_trigger,minor,TRUE,ambiguous_term|missing_trigger,minor,,"The specification is missing a clear trigger condition and uses ambiguous terms. It states that the list should be reorganized when the app is launched, but it fails to specify when or how the ""selected grouping mode"" was chosen (e.g., preserving a cached user preference from a previous session). Additionally, ""selected grouping mode"" is ambiguous as it does not define what the available grouping criteria are (e.g., date, category, alphabetical)."
audit_117,issue_002,issue_statement,rule_seeded,apache/dubbo,Java,"Observability tasks: complement all JVM metrics and application information
<!-- If you need to report a security issue please visit https://github.com/apache/dubbo/security/policy -->

- [ ] I have searched the [issues](https://github.com/apache/dubbo/issues) of this repository and believe that this is not a duplicate.

## Describe the proposal
<!-- Please use this for a concrete design proposal for functionality. -->
<!-- If you just want to request a new feature and discuss the possible business value, create a Feature Request. -->

En:At present, the jvm application information provided by dubbo has missing data. For example, it cannot be filtered according to the application name. Data information such as jvm needs to add the application name in the label. At the same time, you can try to complete the missing data in the dashboard. The reference address of the dashboard is:[http://114.55.147.139:3000/d/5i618CpVk/dubbo-jvm-micrometer?orgId=1&refresh=15m](http://114.55.147.139:3000/d/5i618CpVk/dubbo-jvm-micrometer?orgId=1&refresh=15m)

中文：目前dubbo提供出来的jvm应用信息存在数据缺失的情况比如无法根据应用名称筛选,jvm等数据信息需要再label中增加应用名字，同时可以尝试补全dashboard中缺失的数据，dashboard参考地址为：[http://114.55.147.139:3000/d/5i618CpV
...[truncated]",False,,none,FALSE,,none,,Statement is specific enough and testable.
audit_118,issue_091,issue_statement,rule_seeded,LRCEditor,Android,"description: An Android LRC lyrics editor that lets users create and save timestamped lyrics with metadata, refresh and search the library, open entries for editing, and delete them from the home list.

feature-1: This flow enables creating a new lyric entry, completing its metadata, saving with confirmation, then managing it from the home list via refresh, search, edit, and delete. The user begins by tapping the creation control with resource-id ""com.cg.lrceditor:id/fab"", which opens a new entry workflow where the lyrics input area ""com.cg.lrceditor:id/lyrics_textbox"" becomes active; entering the text ""kk"" into ""com.cg.lrceditor:id/lyrics_textbox"" is accepted, and pressing the completion action ""com.cg.lrceditor:id/action_done"" twice in succession advances to the metadata form. On the metadata screen, the user types ""1"" into the song title field ""com.cg.lrceditor:id/songName_edittext"", ""12"" into the album field ""com.cg.lrceditor:id/albumName_edittext"", ""kk"" into the artist field ""com.cg.lrceditor:id/artistName_edittext"", ""123"" into the composer field ""com.cg.lrceditor:id/composer_edittext"", and ""1234"" into the creator field ""com.cg.lrceditor:id/creatorName_edittext"", then taps the
...[truncated]",False,,none,TRUE,missing_expected_outcome|missing_constraint,major,,"The feature description is cut off mid-sentence (""...then taps the"") and completely incomplete. Because it terminates abruptly, it fails to specify the final interaction constraint (which saving or confirmation control to tap) and the expected outcome of the workflow (e.g., confirming the save, returning to the home list, and successfully displaying the new entry within the list or search results)."
audit_119,jstvr_064,layout_change_spec,mutation_description_derived,jstvr-webpages/issta.cispa,HTML/CSS,"For responsive layout regression testing on `issta.cispa`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <body class=""home page page-id-29 has-header-image"">.",False,,none,TRUE,ambiguous_term|missing_constraint,major,,"The description is completely ambiguous and lacks necessary constraints. While it identifies the targeted element (<body>), it fails to specify what the class attribute was changed to (e.g., which specific class was added, removed, or modified), what the targeted responsive screen size or breakpoint is, and what explicit ""intended layout behavior"" needs to be validated to pass the regression test."
audit_120,issue_037,issue_statement,rule_seeded,coder/code-server,TypeScript,"release: 4.0.0
<!-- Maintainer: fill out the checklist -->

## Checklist

- [x] Assign to next release manager
- [x] Close previous release milestone
- [x] Create next release milestone
- [x] Associate issue with next release milestone",True,missing_constraint,minor,FALSE,,none,,Statement is specific enough and testable.
