model,condition,source_type,gold_label_source,n,parse_rate,any_defect_accuracy,type_exact_match_rate,type_precision,type_recall,type_f1,macro_type_precision,macro_type_recall,macro_type_f1,supported_defect_types,severity_weighted_precision,severity_weighted_recall,severity_weighted_f1,false_alarm_rate,missed_defect_rate,missed_major_or_critical_rate,mean_over_report_count,mean_under_report_count,mean_severity_abs_error,span_support_rate,unsupported_span_rate,mean_confidence,brier_any_defect,ece_any_defect,high_confidence_wrong_rate,low_confidence_correct_rate,needs_human_review_rate,mean_pred_defect_count,mean_elapsed_sec
qwen2.5-coder:14b,zero_shot,issue_statement,rule_seeded,96,1.0,0.4166666666666667,0.3541666666666667,0.2222222222222222,0.017094017094017096,0.03174603174603175,0.1388888888888889,0.010775862068965518,0.019805902158843335,9,0.3333333333333333,0.019704433497536946,0.0372093023255814,0.03125,0.5520833333333334,0.2708333333333333,0.03125,1.15625,0.9166666666666666,0.8888888888888888,0.1111111111111111,0.9844791666666666,0.37960104166666664,0.5678125,0.5833333333333334,0.0,0.0,0.09375,4.558781249999999
qwen2.5-coder:14b,zero_shot,layout_change_spec,mutation_description_derived,120,1.0,0.44166666666666665,0.375,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.5583333333333333,0.0,0.016666666666666666,0.5666666666666667,0.5583333333333333,1.0,0.0,0.9879999999999998,0.37716000000000005,0.5703333333333334,0.5583333333333333,0.0,0.0,0.08333333333333333,3.6019916666666676
qwen2.5-coder:14b,zero_shot,synthetic_defect,synthetic_injected,96,1.0,0.3645833333333333,0.22916666666666666,0.6285714285714286,0.22916666666666666,0.33587786259541985,0.1875,0.22916666666666669,0.19696969696969696,8,0.5614035087719298,0.24242424242424243,0.3386243386243386,0.0,0.6354166666666666,0.13541666666666666,0.0,0.6354166666666666,1.0,1.0,0.0,0.9343749999999993,0.011812500000000002,0.7010416666666666,0.6354166666666666,0.0,0.0,0.3645833333333333,4.541104166666667
qwen2.5-coder:14b,zero_shot,testing_rule_spec,rule_spec_derived,5,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.6,0.6,0.0,0.0,1.0,0.6,0.4,0.4,0.0,0.0,0.0,3.2640000000000002
qwen2.5-coder:3b,rubric_guided,acceptance_criterion,rule_seeded,96,1.0,0.71875,0.71875,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.28125,0.07291666666666667,0.0,0.4479166666666667,0.3541666666666667,0.0,0.0,1.0,0.71875,0.28125,0.28125,0.0,0.0,0.0,0.8442500000000006
qwen2.5-coder:3b,rubric_guided,function_spec,test_oracle_derived,200,1.0,0.275,0.275,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.005,0.72,0.005,0.005,0.76,0.73,1.0,0.0,0.9989,0.278042,0.7239,0.72,0.0,0.0,0.005,0.8506749999999995
qwen2.5-coder:3b,rubric_guided,issue_statement,rule_seeded,96,1.0,0.3854166666666667,0.3854166666666667,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.6145833333333334,0.3333333333333333,0.0,1.21875,0.9479166666666666,0.0,0.0,0.9979166666666668,0.38552083333333337,0.6125,0.6145833333333334,0.0,0.0,0.0,0.9878854166666668
qwen2.5-coder:3b,rubric_guided,layout_change_spec,mutation_description_derived,120,1.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.6333333333333333,0.625,0.0,0.0,1.0,0.375,0.625,0.625,0.0,0.0,0.0,0.845425
qwen2.5-coder:3b,rubric_guided,synthetic_defect,synthetic_injected,96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,1.0,0.375,0.0,1.0,1.375,0.0,0.0,0.9994791666666667,2.6041666666666712e-05,0.9994791666666667,1.0,0.0,0.0,0.0,0.8398229166666669
qwen2.5-coder:3b,rubric_guided,testing_rule_spec,rule_spec_derived,5,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.6,0.6,0.0,0.0,1.0,0.6,0.4,0.4,0.0,0.0,0.0,0.8308
qwen2.5-coder:3b,zero_shot,acceptance_criterion,rule_seeded,96,1.0,0.71875,0.71875,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.28125,0.07291666666666667,0.0,0.4479166666666667,0.3541666666666667,0.0,0.0,1.0,0.71875,0.28125,0.28125,0.0,0.0,0.0,0.7692291666666667
qwen2.5-coder:3b,zero_shot,function_spec,test_oracle_derived,200,1.0,0.275,0.275,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.005,0.72,0.005,0.005,0.76,0.73,1.0,0.0,0.9989,0.278042,0.7239,0.72,0.0,0.0,0.005,0.8207249999999996
qwen2.5-coder:3b,zero_shot,issue_statement,rule_seeded,96,1.0,0.3854166666666667,0.3854166666666667,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.6145833333333334,0.3333333333333333,0.0,1.21875,0.9479166666666666,0.0,0.0,0.9989583333333334,0.38546875,0.6135416666666667,0.6145833333333334,0.0,0.0,0.0,0.9004375000000003
qwen2.5-coder:3b,zero_shot,layout_change_spec,mutation_description_derived,120,1.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.6333333333333333,0.625,0.0,0.0,1.0,0.375,0.625,0.625,0.0,0.0,0.0,0.8646333333333331
qwen2.5-coder:3b,zero_shot,synthetic_defect,synthetic_injected,96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,1.0,0.375,0.0,1.0,1.375,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7830416666666666
qwen2.5-coder:3b,zero_shot,testing_rule_spec,rule_spec_derived,5,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.6,0.6,0.0,0.0,1.0,0.6,0.4,0.4,0.0,0.0,0.0,1.109
qwen2.5-coder:7b,rubric_guided,acceptance_criterion,rule_seeded,96,1.0,0.71875,0.71875,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.28125,0.07291666666666667,0.0,0.4479166666666667,0.3541666666666667,0.0,0.0,1.0,0.71875,0.28125,0.28125,0.0,0.0,0.0,1.7756249999999991
qwen2.5-coder:7b,rubric_guided,function_spec,test_oracle_derived,200,1.0,0.43,0.235,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.045,0.525,0.005,0.06,0.565,0.575,0.9583333333333334,0.0784313725490196,0.9499999999999998,0.2735,0.5449999999999998,0.535,0.0,0.055,0.255,2.4220450000000007
qwen2.5-coder:7b,rubric_guided,issue_statement,rule_seeded,96,1.0,0.4583333333333333,0.34375,0.23529411764705882,0.03418803418803419,0.059701492537313446,0.07870370370370369,0.034722222222222224,0.04502923976608187,9,0.2857142857142857,0.03940886699507389,0.06926406926406926,0.052083333333333336,0.4895833333333333,0.25,0.041666666666666664,1.0833333333333333,0.8958333333333334,0.5,0.47058823529411764,0.9911458333333337,0.38065104166666663,0.5328125000000004,0.5416666666666666,0.0,0.041666666666666664,0.17708333333333334,2.3344270833333334
qwen2.5-coder:7b,rubric_guided,layout_change_spec,mutation_description_derived,120,1.0,0.55,0.375,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.4583333333333333,0.45,1.0,0.0,0.95625,0.3859375,0.49374999999999997,0.45,0.0,0.14166666666666666,0.175,2.4510750000000003
qwen2.5-coder:7b,rubric_guided,synthetic_defect,synthetic_injected,96,1.0,0.15625,0.14583333333333334,0.9333333333333333,0.14583333333333334,0.2522522522522523,0.25,0.14583333333333334,0.1607142857142857,8,0.9411764705882353,0.12121212121212122,0.21476510067114093,0.0,0.84375,0.3541666666666667,0.0,0.84375,1.3333333333333333,1.0,0.0,0.9651041666666668,0.008515625,0.8765625000000001,0.84375,0.0,0.125,0.15625,2.1785312500000003
qwen2.5-coder:7b,rubric_guided,testing_rule_spec,rule_spec_derived,5,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.6,0.6,0.0,0.0,1.0,0.6,0.4,0.4,0.0,0.0,0.0,1.8806
qwen2.5-coder:7b,zero_shot,acceptance_criterion,rule_seeded,96,1.0,0.7291666666666666,0.71875,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.2708333333333333,0.07291666666666667,0.0,0.4375,0.34375,1.0,0.0,0.9994791666666667,0.7187760416666666,0.27031250000000007,0.2708333333333333,0.0,0.0,0.010416666666666666,1.8699791666666663
qwen2.5-coder:7b,zero_shot,function_spec,test_oracle_derived,200,1.0,0.465,0.225,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.055,0.48,0.005,0.08,0.52,0.545,0.940677966101695,0.09375,0.9432499999999997,0.27583750000000007,0.5232499999999999,0.505,0.0,0.065,0.32,2.31821
qwen2.5-coder:7b,zero_shot,issue_statement,rule_seeded,96,1.0,0.4375,0.34375,0.2,0.02564102564102564,0.045454545454545456,0.09259259259259259,0.02546296296296296,0.037037037037037035,9,0.25,0.029556650246305417,0.05286343612334801,0.052083333333333336,0.5104166666666666,0.2604166666666667,0.041666666666666664,1.1041666666666667,0.90625,0.5,0.4666666666666667,0.9921875000000003,0.3805989583333333,0.5546875000000003,0.5625,0.0,0.052083333333333336,0.15625,2.478145833333333
qwen2.5-coder:7b,zero_shot,layout_change_spec,mutation_description_derived,120,1.0,0.6083333333333333,0.375,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.39166666666666666,0.0,0.0,0.4,0.39166666666666666,1.0,0.0,0.9416666666666667,0.38958333333333334,0.45000000000000007,0.39166666666666666,0.0,0.175,0.23333333333333334,2.191525000000001
qwen2.5-coder:7b,zero_shot,synthetic_defect,synthetic_injected,96,1.0,0.17708333333333334,0.13541666666666666,0.7647058823529411,0.13541666666666666,0.2300884955752212,0.25,0.13541666666666666,0.14423076923076922,8,0.7368421052631579,0.10606060606060606,0.18543046357615894,0.0,0.8229166666666666,0.3333333333333333,0.0,0.8229166666666666,1.3020833333333333,1.0,0.0,0.9807291666666669,0.0035677083333333338,0.8296875000000002,0.8229166666666666,0.0,0.14583333333333334,0.17708333333333334,2.0462187499999995
qwen2.5-coder:7b,zero_shot,testing_rule_spec,rule_spec_derived,5,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.6,0.6,0.0,0.0,1.0,0.6,0.4,0.4,0.0,0.0,0.0,1.779
qwen2.5:3b,rubric_guided,acceptance_criterion,rule_seeded,96,1.0,0.65625,0.6458333333333334,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.07291666666666667,0.2708333333333333,0.07291666666666667,0.07291666666666667,0.4375,0.4166666666666667,1.0,0.0,0.7573958333333334,0.43049687500000006,0.10114583333333334,0.010416666666666666,0.0,0.0,0.08333333333333333,1.0682083333333334
qwen2.5:3b,rubric_guided,function_spec,test_oracle_derived,200,0.98,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.71,0.005,0.0,0.75,0.715,1.0,0.0,0.736,0.20595,0.46599999999999997,0.005,0.01,0.04081632653061224,0.01,0.9482850000000005
qwen2.5:3b,rubric_guided,issue_statement,rule_seeded,96,0.9895833333333334,0.5104166666666666,0.375,0.1875,0.02564102564102564,0.04511278195488722,0.023809523809523808,0.027777777777777776,0.02564102564102564,9,0.2777777777777778,0.024630541871921183,0.04524886877828054,0.020833333333333332,0.46875,0.2604166666666667,0.020833333333333332,1.0729166666666667,0.8229166666666666,0.9375,0.0625,0.7543750000000001,0.27361875,0.25083333333333335,0.020833333333333332,0.0,0.0,0.16666666666666666,1.4625208333333342
qwen2.5:3b,rubric_guided,layout_change_spec,mutation_description_derived,120,1.0,0.4083333333333333,0.375,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.5916666666666667,0.0,0.0,0.6,0.5916666666666667,0.75,0.25,0.75,0.25,0.3416666666666667,0.0,0.0,0.0,0.03333333333333333,0.9755666666666666
qwen2.5:3b,rubric_guided,synthetic_defect,synthetic_injected,96,1.0,0.3020833333333333,0.052083333333333336,0.1724137931034483,0.052083333333333336,0.08,0.1046195652173913,0.05208333333333333,0.061160714285714284,8,0.25,0.06060606060606061,0.0975609756097561,0.0,0.6979166666666666,0.22916666666666666,0.0,0.6979166666666666,1.0729166666666667,0.9655172413793104,0.034482758620689655,0.75,0.0625,0.4479166666666667,0.0,0.0,0.07291666666666667,0.3020833333333333,1.2867187500000001
qwen2.5:3b,rubric_guided,testing_rule_spec,rule_spec_derived,5,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.6,0.6,0.0,0.0,0.75,0.3625,0.15000000000000002,0.0,0.0,0.0,0.0,0.9
qwen2.5:3b,zero_shot,acceptance_criterion,rule_seeded,96,1.0,0.71875,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.010416666666666666,0.2708333333333333,0.07291666666666667,0.010416666666666666,0.4375,0.3541666666666667,1.0,0.0,0.7625000000000001,0.4347916666666667,0.04375000000000002,0.020833333333333332,0.0,0.0,0.020833333333333332,1.3065833333333332
qwen2.5:3b,zero_shot,function_spec,test_oracle_derived,200,0.98,0.285,0.28,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.715,0.005,0.0,0.755,0.72,1.0,0.0,0.736,0.20795000000000002,0.47150000000000003,0.0,0.01,0.030612244897959183,0.005,1.359635000000001
qwen2.5:3b,zero_shot,issue_statement,rule_seeded,96,0.9895833333333334,0.4375,0.3958333333333333,0.6,0.02564102564102564,0.04918032786885246,0.06666666666666667,0.027777777777777776,0.0392156862745098,9,0.7142857142857143,0.024630541871921183,0.04761904761904762,0.0,0.5625,0.3020833333333333,0.0,1.1666666666666667,0.8958333333333334,1.0,0.0,0.7380208333333335,0.27622395833333335,0.31510416666666663,0.010416666666666666,0.010416666666666666,0.0,0.052083333333333336,1.5678541666666668
qwen2.5:3b,zero_shot,layout_change_spec,mutation_description_derived,120,1.0,0.4,0.375,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6083333333333333,0.6,0.6666666666666666,0.3333333333333333,0.75,0.25,0.35,0.0,0.0,0.0,0.025,0.7670000000000006
qwen2.5:3b,zero_shot,synthetic_defect,synthetic_injected,96,1.0,0.3020833333333333,0.052083333333333336,0.1724137931034483,0.052083333333333336,0.08,0.1388888888888889,0.05208333333333333,0.054945054945054944,8,0.22580645161290322,0.05303030303030303,0.08588957055214724,0.0,0.6979166666666666,0.23958333333333334,0.0,0.6979166666666666,1.0729166666666667,0.896551724137931,0.10344827586206896,0.7496875,0.062665625,0.44760416666666664,0.0,0.0,0.03125,0.3020833333333333,1.8015833333333333
qwen2.5:3b,zero_shot,testing_rule_spec,rule_spec_derived,5,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.6,0.6,0.0,0.0,0.75,0.3625,0.15000000000000002,0.0,0.0,0.0,0.0,1.3616
qwen2.5vl:3b,rubric_guided,acceptance_criterion,rule_seeded,96,1.0,0.25,0.03125,0.043010752688172046,0.09302325581395349,0.058823529411764705,0.007168458781362008,0.16666666666666666,0.013745704467353953,6,0.043010752688172046,0.06451612903225806,0.05161290322580645,0.71875,0.03125,0.010416666666666666,0.71875,0.19791666666666666,0.8229166666666666,0.40860215053763443,0.5913978494623656,0.8221874999999988,0.491855208333334,0.5721874999999991,0.75,0.0,0.46875,0.96875,2.040322916666667
qwen2.5vl:3b,rubric_guided,function_spec,test_oracle_derived,200,0.96,0.75,0.05,0.015625,0.019736842105263157,0.01744186046511628,0.00390625,0.1875,0.007653061224489796,4,0.015625,0.01935483870967742,0.01729106628242075,0.245,0.005,0.0,0.245,0.045,0.255,0.5572916666666666,0.4427083333333333,0.7871999999999963,0.1929040000000003,0.10719999999999637,0.245,0.035,0.65625,0.96,2.0283100000000003
qwen2.5vl:3b,rubric_guided,issue_statement,rule_seeded,96,0.9791666666666666,0.71875,0.23958333333333334,0.16129032258064516,0.08547008547008547,0.111731843575419,0.017921146953405017,0.0925925925925926,0.030030030030030026,9,0.2571428571428571,0.08866995073891626,0.13186813186813187,0.15625,0.125,0.0625,0.15625,0.7291666666666666,0.6145833333333334,0.3387096774193548,0.6612903225806451,0.8379166666666675,0.32092500000000007,0.1399999999999999,0.2708333333333333,0.010416666666666666,0.1595744680851064,0.6458333333333334,1.6976250000000004
qwen2.5vl:3b,rubric_guided,layout_change_spec,mutation_description_derived,120,0.9666666666666667,0.6416666666666667,0.025,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.35,0.008333333333333333,0.0,0.35,0.016666666666666666,0.35833333333333334,0.1724137931034483,0.8275862068965517,0.7926666666666647,0.2636533333333329,0.20099999999999796,0.35,0.025,0.7844827586206896,0.9666666666666667,2.0996833333333327
qwen2.5vl:3b,rubric_guided,synthetic_defect,synthetic_injected,96,1.0,0.9583333333333334,0.125,0.13043478260869565,0.125,0.1276595744680851,0.016304347826086956,0.125,0.028846153846153848,8,0.13043478260869565,0.09090909090909091,0.10714285714285714,0.0,0.041666666666666664,0.03125,0.0,0.041666666666666664,0.4166666666666667,0.358695652173913,0.6413043478260869,0.8238541666666656,0.03138854166666666,0.21052083333333413,0.041666666666666664,0.0,0.28125,0.9583333333333334,1.776614583333333
qwen2.5vl:3b,rubric_guided,testing_rule_spec,rule_spec_derived,5,0.6,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.4,0.0,1.0,0.492,0.14743999999999996,0.492,0.2,0.4,1.0,0.6,1.8155999999999999
qwen2.5vl:3b,zero_shot,acceptance_criterion,rule_seeded,96,1.0,0.28125,0.03125,0.041666666666666664,0.09302325581395349,0.05755395683453238,0.006944444444444444,0.16666666666666666,0.01333333333333333,6,0.041666666666666664,0.06451612903225806,0.05063291139240506,0.71875,0.0,0.0,0.71875,0.16666666666666666,0.7916666666666666,0.4270833333333333,0.5729166666666666,0.819999999999999,0.49240000000000067,0.538749999999999,0.71875,0.0,0.4375,1.0,1.8826875000000003
qwen2.5vl:3b,zero_shot,function_spec,test_oracle_derived,200,0.975,0.735,0.035,0.015384615384615385,0.019736842105263157,0.01729106628242075,0.0038461538461538464,0.1875,0.007537688442211056,4,0.015384615384615385,0.01935483870967742,0.017142857142857144,0.26,0.005,0.0,0.26,0.045,0.27,0.558974358974359,0.441025641025641,0.7994999999999962,0.20299000000000042,0.10449999999999622,0.26,0.02,0.6153846153846154,0.975,1.92536
qwen2.5vl:3b,zero_shot,issue_statement,rule_seeded,96,0.9791666666666666,0.7083333333333334,0.19791666666666666,0.15942028985507245,0.09401709401709402,0.11827956989247311,0.017713365539452495,0.10185185185185185,0.03017832647462277,9,0.2564102564102564,0.09852216748768473,0.1423487544483986,0.19791666666666666,0.09375,0.052083333333333336,0.19791666666666666,0.6979166666666666,0.625,0.36231884057971014,0.6376811594202898,0.8320833333333338,0.31485,0.14458333333333334,0.28125,0.010416666666666666,0.2127659574468085,0.71875,1.5500729166666662
qwen2.5vl:3b,zero_shot,layout_change_spec,mutation_description_derived,120,0.9666666666666667,0.6416666666666667,0.025,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.35,0.008333333333333333,0.0,0.35,0.016666666666666666,0.35833333333333334,0.19827586206896552,0.8017241379310345,0.7926666666666647,0.2636533333333329,0.20099999999999796,0.35,0.025,0.6120689655172413,0.9666666666666667,1.9461666666666668
qwen2.5vl:3b,zero_shot,synthetic_defect,synthetic_injected,96,1.0,0.9791666666666666,0.125,0.1276595744680851,0.125,0.12631578947368421,0.015957446808510637,0.125,0.028301886792452827,8,0.1276595744680851,0.09090909090909091,0.10619469026548672,0.0,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.3958333333333333,0.40425531914893614,0.5957446808510638,0.8227083333333322,0.031777083333333324,0.19604166666666756,0.020833333333333332,0.0,0.2604166666666667,0.9791666666666666,1.7474791666666665
qwen2.5vl:3b,zero_shot,testing_rule_spec,rule_spec_derived,5,0.4,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.32799999999999996,0.012960000000000008,0.672,0.0,0.6,0.5,0.4,1.7724
qwen3:4b,rubric_guided,acceptance_criterion,rule_seeded,96,1.0,0.4895833333333333,0.40625,0.08888888888888889,0.09302325581395349,0.09090909090909091,0.17521367521367523,0.10897435897435898,0.0599483204134367,6,0.08888888888888889,0.06451612903225806,0.07476635514018691,0.3229166666666667,0.1875,0.0625,0.375,0.3541666666666667,0.5833333333333334,0.95,0.044444444444444446,0.8996875000000002,0.5855697916666672,0.410104166666667,0.5,0.0,0.0,0.46875,44.22946875
qwen3:4b,rubric_guided,function_spec,test_oracle_derived,200,1.0,0.68,0.045,0.031578947368421054,0.039473684210526314,0.03508771929824561,0.14645103324348607,0.1449579831932773,0.011152180263943401,7,0.028985507246376812,0.03870967741935484,0.03314917127071823,0.255,0.065,0.0,0.295,0.105,0.395,0.9642857142857143,0.042105263157894736,0.8255999999999964,0.2211690000000006,0.1550999999999968,0.31,0.01,0.0,0.95,43.83075000000002
qwen3:4b,rubric_guided,issue_statement,rule_seeded,96,1.0,0.46875,0.3229166666666667,0.15,0.02564102564102564,0.043795620437956206,0.08201058201058202,0.020035121328224777,0.02718735942420153,9,0.2608695652173913,0.029556650246305417,0.05309734513274336,0.0625,0.46875,0.2604166666666667,0.0625,1.0729166666666667,0.8645833333333334,0.8,0.2,0.9107291666666671,0.33164687500000006,0.4628125000000005,0.53125,0.010416666666666666,0.0,0.20833333333333334,46.50623958333333
qwen3:4b,rubric_guided,layout_change_spec,mutation_description_derived,120,1.0,0.5666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.3416666666666667,0.09166666666666666,0.0,0.3416666666666667,0.1,0.4666666666666667,1.0,0.0,0.8337499999999983,0.2750924999999998,0.2670833333333321,0.4166666666666667,0.0,0.0,0.875,45.74540833333333
qwen3:4b,rubric_guided,synthetic_defect,synthetic_injected,96,1.0,0.9270833333333334,0.15625,0.1935483870967742,0.1875,0.19047619047619047,0.3985745614035088,0.1875,0.16396658896658894,8,0.2,0.15151515151515152,0.17241379310344826,0.0,0.07291666666666667,0.010416666666666666,0.041666666666666664,0.07291666666666667,0.5104166666666666,0.9887640449438202,0.010752688172043012,0.8235416666666658,0.03441874999999999,0.24104166666666715,0.07291666666666667,0.020833333333333332,0.020833333333333332,0.96875,46.56743749999999
qwen3:4b,rubric_guided,testing_rule_spec,rule_spec_derived,5,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.6,0.8,1.0,0.0,0.924,0.4964799999999999,0.524,0.6,0.0,0.0,0.2,45.765
qwen3:4b,zero_shot,acceptance_criterion,rule_seeded,96,1.0,0.5208333333333334,0.3958333333333333,0.1,0.11627906976744186,0.1075268817204301,0.18253968253968256,0.1794871794871795,0.05279503105590062,6,0.1,0.08064516129032258,0.08928571428571427,0.34375,0.13541666666666666,0.052083333333333336,0.375,0.3020833333333333,0.5520833333333334,1.0,0.0,0.867916666666667,0.5768312500000007,0.3679166666666668,0.4375,0.010416666666666666,0.0,0.5208333333333334,46.83921875000001
qwen3:4b,zero_shot,function_spec,test_oracle_derived,200,1.0,0.68,0.04,0.015789473684210527,0.019736842105263157,0.017543859649122806,0.14468864468864467,0.07247899159663865,0.0056569343065693434,7,0.014563106796116505,0.01935483870967742,0.01662049861495845,0.25,0.07,0.0,0.3,0.11,0.385,0.9611111111111111,0.042105263157894736,0.8292499999999966,0.21963650000000048,0.16924999999999693,0.315,0.02,0.005,0.95,45.549659999999975
qwen3:4b,zero_shot,issue_statement,rule_seeded,96,1.0,0.4166666666666667,0.3020833333333333,0.21052631578947367,0.03418803418803419,0.05882352941176471,0.08641975308641975,0.02697956577266922,0.03772847522847523,9,0.34782608695652173,0.03940886699507389,0.07079646017699115,0.08333333333333333,0.5,0.2708333333333333,0.08333333333333333,1.1041666666666667,0.9166666666666666,0.9473684210526315,0.05263157894736842,0.9013541666666676,0.3370906250000001,0.5042708333333339,0.5625,0.020833333333333332,0.0,0.19791666666666666,47.509020833333324
qwen3:4b,zero_shot,layout_change_spec,mutation_description_derived,120,1.0,0.6083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.375,0.016666666666666666,0.0,0.4166666666666667,0.025,0.4583333333333333,0.9915254237288136,0.008064516129032258,0.8226666666666648,0.2713316666666664,0.21433333333333163,0.36666666666666664,0.0,0.0,1.025,53.89597500000003
qwen3:4b,zero_shot,synthetic_defect,synthetic_injected,96,1.0,0.8958333333333334,0.16666666666666666,0.2653061224489796,0.2708333333333333,0.26804123711340205,0.5146949404761905,0.27083333333333337,0.2820025176062328,8,0.3170731707317073,0.29545454545454547,0.3058823529411765,0.0,0.10416666666666667,0.0,0.125,0.10416666666666667,0.5104166666666666,0.9883720930232558,0.009900990099009901,0.8216666666666659,0.03804791666666666,0.2679166666666665,0.10416666666666667,0.041666666666666664,0.0,1.0208333333333333,51.45935416666668
qwen3:4b,zero_shot,testing_rule_spec,rule_spec_derived,5,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.6,0.8,1.0,0.0,0.74,0.32599999999999996,0.7399999999999999,0.6,0.2,0.0,0.2,59.7596
